1110|||Overview of the TREC2001 Web Track|||The TREC-2002 VVcb Track moved away from non-Web relevance ranking and towards Vcbspecifictasks on a 1.25 million page crawl &quot;.GOV&quot;. The topic distillation task involved finding pageswhich were relevant, but also had characteristics which would make them desirable inclusions in adistilled list of key pages. The nmned page task is a variant of last year's homepage finding task|||2001
1111|||A study of smoothing methods for language models applied to information retrieval|||Language modeling approaches to information retrieval are attractive and promising because they connect the problem of retrieval with that of language model estimation, which has been studied extensively in other application areas such as speech recognition. The basic idea of these approaches is to estimate a language model for each document, and to then rank documents by the likelihood of the query according to the estimated language model. A central issue in language model estimation is smoothing, the problem of adjusting the maximum likelihood estimator to compensate for data sparseness. In this article, we study the problem of language model smoothing and its influence on retrieval performance. We examine the sensitivity of retrieval performance to the smoothing parameters and compare several popular smoothing methods on different test collections. Experimental results show that not only is the retrieval performance generally sensitive to the smoothing parameters, but also the sensitivity pattern is affected by the query type, with performance being more sensitive to smoothing for verbose queries than for keyword queries. Verbose queries also generally require more aggressive smoothing to achieve optimal performance. This suggests that smoothing plays two different role---to make the estimated document language model more accurate and to explain the noninformative words in the query. In order to decouple these two distinct roles of smoothing, we propose a two-stage smoothing strategy, which yields better sensitivity patterns and facilitates the setting of smoothing parameters automatically. We further propose methods for estimating the smoothing parameters automatically. Evaluation on five different databases and four types of queries indicates that the two-stage smoothing method with the proposed parameter estimation methods consistently gives retrieval performance that is close to---or better than---the best results achieved using a single smoothing method and exhaustive parameter search on the test data.|||2004
1112|||Combining the language model and inference network approaches to retrieval|||The inference network retrieval model, as implemented in the InQuery search engine, allows for richly structured queries. However, it incorporates a form of ad hoc tf.idf estimates for word probabilities. Language modeling offers more formal estimation techniques. In this paper we combine the language modeling and inference network approaches into a single framework. The resulting model allows structured queries to be evaluated using language modeling estimates. We explore the issues involved, such as combining beliefs and smoothing of proximity nodes. Experimental results are presented comparing the query likelihood model, the InQuery system, and our new model. The results reaffirm that high quality structured queries outperform unstructured queries and show that our system consistently achieves higher average precision than InQuery|||2004
1113|||Shortest Substring Ranking (MultiText Experiments for TREC4)|||To address the TREC-4 topics, we used a precise query language that yields and combinesarbitrary intervals of text rather than pre-defined units like words and documents. Each solutionwas scored in inverse proportion to the length of the shortest interval containing it. Eachdocument was scored by the sum of the scores of solutions within it. Whenever the abovestrategy yielded less than 1000 documents, documents satisfying successively weaker querieswere added with lower rank. Our results...|||1995
1114|||The Importance of Prior Probabilities for Entry Page Search|||An important class of searches on the world-wide-web has the goal to find an entry page (homepage) of an organisation. Entry page search is quite different from Ad Hoc search. Indeed a plain Ad Hoc system performs disappointingly. We explored three non-content features of web pages: page length, number of incoming links and URL form. Especially the URL form proved to be a good predictor. Using URL form priors we found over 70% of all entry pages at rank 1, and up to 89% in the top 10. Non-content features can easily be embedded in a language model framework as a prior probability|||2002
1115|||Relevance based language models|||We explore the relation between classical probabilistic models of information retrieval and the emerging language modeling approaches. It has long been recognized that the primary obstacle to effective performance of classical models is the need to estimate arelevance model: probabilities of words in the relevant class. We propose a novel technique for estimating these probabilities using the query alone. We demonstrate that our technique can produce highly accurate relevance models, addressing important notions of synonymy and polysemy. Our experiments show relevance models outperforming baseline language modeling systems on TREC retrieval and TDT tracking tasks. The main contribution of this work is an effective formal method for estimating a relevance model with no training data|||2001
12|||Optimization strategies for complex queries|||Previous research into the efficiency of text retrieval systems has dealt primarily with methods that consider inverted lists in sequence; these methods are known as term-at-a-time methods. However, the literature for optimizing document-at-a-time systems remains sparse.We present an improvement to the max_score optimization, which is the most efficient known document-at-a-time scoring method. Like max_score, our technique, called term bounded max_score, is guaranteed to return exactly the same scores and documents as an unoptimized evaluation, which is particularly useful for query model research. We simulated our technique to explore the problem space, then implemented it in Indri, our large scale language modeling search engine. Tests with the GOV2 corpus on title queries show our method to be 23% faster than max_score alone, and 61% faster than our document-at-a-time baseline. Our optimized query times are competitive with conventional term-at-a-time systems on this year's TREC Terabyte task.|||2005
121|||Managing Gigabytes: Compressing and Indexing Documents and Images||| |||1994
122|||Self-indexing inverted files for fast text retrieval|||Query-processing costs on large text databases are dominated by the need to retrieve and scan the inverted list of each query term. Retrieval time for inverted lists can be greatly reduced by the use of compression, but this adds to the CPU time required. Here we show that the CPU component of query response time for conjunctive Boolean queries and for informal ranked queries can be similarly reduced, at little cost in terms of storage, by the inclusion of an internal index in each compressed inverted list. This method has been applied in a retrieval system for a collection of nearly two million short documents. Our experimental results show that the self-indexing strategy adds less than 20% to the size of the compressed inverted file, which itself occupies less than 10% of the indexed text, yet can reduce processing time for Boolean queries of 5-10 terms to under one fifth of the previous cost. Similarly, ranked queries of 40-50 terms can be evaluated in as little as 25% of the previous time, with little or no loss of retrieval effectiveness.|||1996
123|||Fast evaluation of structured queries for information retrieval|||Information retrieval systems are being challenged to managelarger and larger document collections. In an effort to providebetter retrieval performance on large collections, moresophisticated retrieval techniques have been developed that supportrich, structured queries. Structured queries are not amenable topreviously proposed optimization techniques. Optimizing execution,however, is even more important in the context of large documentcollections. We present a new structured query optimizationtechnique which we have implemented in an inference network-basedinformation retrieval system. Experimental results show that queryevaluation time can be reduced by more than half with little impacton retrieval effectiveness|||1995
124|||Optimization of inverted vector searches|||A simple algorithm is presented for increasing the efficiency of information retrieval searches which are implemented using inverted files. This optimization algorithm employs knowledge about the methods used for weighting document and query terms in order to examine as few inverted lists as possible. An extension to the basic algorithm allows greatly increased performance optimization at a modest cost in retrieval effectiveness. Experimental runs are made examining several different term weighting models and showing the optimization possible with each.|||1985
125|||Efficient query evaluation using a two-level retrieval process|||We present an efficient query evaluation method based on a two level approach: at the first level, our method iterates in parallel over query term postings and identifies candidate documents using an approximate evaluation taking into account only partial information on term occurrences and no query independent factors; at the second level, promising candidates are fully evaluated and their exact scores are computed. The efficiency of the evaluation process can be improved significantly using dynamic pruning techniques with very little cost in effectiveness. The amount of pruning can be controlled by the user as a function of time allocated for query evaluation. Experimentally, using the TREC Web Track data, we have determined that our algorithm significantly reduces the total number of full evaluations by more than 90%, almost without any loss in precision or recall. At the heart of our approach there is an efficient implementation of a new Boolean construct called WAND or Weak AND that might be of independent interest.|||2003
126|||Self-Indexing Inverted Files for Fast Text Retrieval|||Abstract Query processing costs on large text databases are dominated,by the need to retrieve and scan the inverted list of each query term. Here we show that query response time for conjunctive Boolean queries and for informal ranked queries can be dramatically reduced, at little cost in terms of storage, by the inclusion of an internal index in each inverted list. This method,has been applied in a retrieval system for a collection of nearly two million short documents. Our experimental results show that the self- indexing strategy adds less than 20% to the size of the inverted le, but, for Boolean queries of 5{10 terms, can reduce processing time to under one fth of the previous cost. Similarly, ranked queries of 40{50 terms can be evaluated in as little as 25% of the previous time, with little or no loss of retrieval eectiveness. CR Categories: E.4 [Coding and Information Theory]: data compaction and com- pression; H.3.1 [Information Storage and Retrieval] Content Analysis and Indexing| indexing methods; H.3.2 [Information Storage and Retrieval] Information Storage| le,organisation; H.3.3 [Information Storage and Retrieval] Information Search and retrieval|search process; Keywords: full-text retrieval, information retrieval, index compression, inverted le, query processing.|||\N
13|||UMass Robust 2005 Notebook: Using Mixtures of Relevance Models for Query Expansion|||UMass Robust 2005 Notebook: Using Mixtures of Relevance Models for Query Expansion|||2005
131|||A Markov random field model for term dependencies|||This paper develops a general, formal framework for modeling term dependencies via Markov random fields. The model allows for arbitrary text features to be incorporated as evidence. In particular, we make use of features based on occurrences of single terms, ordered phrases, and unordered phrases. We explore full independence, sequential dependence, and full dependence variants of the model. A novel approach is developed to train the model that directly maximizes the mean average precision rather than maximizing the likelihood of the training data. Ad hoc retrieval experiments are presented on several newswire and web collections, including the GOV2 collection used at the TREC 2004 Terabyte Track. The results show significant improvements are possible by modeling dependencies, especially on the larger web collections.|||2005
21|||Challenges in information retrieval and language modeling: report of a workshop held at the center for intelligent information retrieval||| |||2003
22|||CIIR Experiments for TREC Legal 2007|||Four baseline experiments using standard In- dri retrieval facilities and simple query formula- tion techniques and two experiments using more advanced formulations (dependence models and pseudo-relevance feedback) are described. All of the experiments perform substantially better than the median performance of automatic runs but exhibit lower estimated precision and recall at B than the reference Boolean run.|||2007
221|||An evaluation of retrieval effectiveness for a full-text document-retrieval system|||An evaluation of a large, operational full-text document-retrieval system (containing roughly 350,000 pages of text) shows the system to be retrieving less than 20 percent of the documents relevant to a particular search. The findings are discussed in terms of the theory and practice of full-text document retrieval|||1985
222|||Latent concept expansion using markov random fields|||Query expansion, in the form of pseudo-relevance feedback or relevance feedback, is a common technique used to im- prove retrieval effectiveness. Most previous approaches have ignored important issues, such as the role of features and the importance of modeling term dependencies. In this paper, we propose a robust query expansion technique based on the Markov random field model for information retrieval. The technique, called latent concept expansion, provides a mechanism for modeling term dependencies during expan- sion. Furthermore, the use of arbitrary features within the model provides a powerful framework for going beyond sim- ple term occurrence features that are implicitly used by most other expansion techniques. We evaluate our tech- nique against relevance models, a state-of-the-art language modeling query expansion technique. Our model demon- strates consistent and significant improvements in retrieval effectiveness across several TREC data sets. We also de- scribe how our technique can be used to generate mean- ingful multi-term concepts for tasks such as query sugges- tion/reformulation.|||2007
223|||Indri: A language-model based search engine for complex queries1|||Search and detection technology has been a focus of DARPA and ARDA research programs since the TIPSTER program began in the early 1990s (Harman 1992). A num-ber of innovations have been developed in this research, resulting in very significant improvements in the effective-ness of search tools. The Inquery search engine (Callan et al. 1995), developed at the University of Massachusetts for the TIPSTER project, provided a query language capable of representing complex queries in a probabilistic framework and was used in a number of government and commercial applications.|||2005
31|||Using Wearable Computers to Construct Semantic Representations of Physical Spaces|||The representation of physical space has traditionally fo- cused on keyphrases such as "Computer Science Building" or "Physics Department" that help us in describing and navigating physical spaces. However, such keyphrases do not capture many properties of physical space. As with the assignment of a keyword to describe a piece of text, these constructs sacrifice meaningful information for abstraction. We propose a system of spatial representation based on richer, emergent language models that encode information lost in keyphrase approaches. We use a mix of wearable and ubiquitous computing environments for the construction of these models. Wearable computers infer language models of their hosts. These language models then act as semantic paint over spaces in a ubiquitous computing environment. Spaces collect this information and construct representa- tions based on interactions with augmented humans. A pro- totype navigation system based on this theory is presented and compared to traditional representations.|||2002
311|||Information access for context-aware appliances |||The emergence of networked context-aware mobile comput- ing appliances potentially offers opportunities for remote ac- cess to huge online information resources. Information access in context-aware information appliances can utilize existing tech- niques developed for effective information retrieval and infor- mation filtering; however, practical physical and operational fea- tures of these devices and the availability of context information itself suggest that the document selection process should make use of this contextual data.|||2000
312|||Empirical Analysis of Predictive Algorithms for Collaborative Filtering|||Collaborative filtering or recommender systemsuse a database about user preferences topredict additional topics or products a newuser might like. In this paper we describe several algorithms designed for this task, including techniques based on correlation coefficients,vector-based similarity calculations,and statistical Bayesian methods. We comparethe predictive accuracy of the various methods in a set of representative problemdomains. We use two basic classes of evaluation...|||1998
313|||AntNet: Distributed Stigmergetic Control for Communications Networks |||This paper introduces AntNet, a novel approach to the adaptive learning of routing tables in communications networks. AntNet is a distributed, mobile agents based Monte Carlo system that was inspired by recent work on the ant colony metaphor for solving optimization problems. AntNet's agents concurrently explore the network and exchange collected information. The communication among the agents is indirect and asynchronous, mediated by the network itself. This form of communication is typical of ...|||1998
314|||The PageRank Citation Ranking: Bringing Order to the Web|||The importance of a Web page is an inherently subjective matter, which depends on the readers interests, knowledge and attitudes. But there is still much that can be said objectively about the relative importance of Web pages. This paper describes PageRank, a mathod for rating Web pages objectively and mechanically, effectively measuring the human interest and attention devoted to them. We compare PageRank to an idealized random Web surfer. We show how to efficiently compute PageRank for large numbers of pages. And, we show how to apply PageRank to search and to user navigation.|||1998
315||| Situated Grounded Word Semantics|||The paper reports on experiments in which au- tonomous visually grounded agents bootstrap an ontology and a shared lexicon without prior design nor other forms of human intervention. The agents do so while playing ap articular lan- guage game called the guessing game. We show that synonymy and polysemy arise as emergent properties in the language but also that there are tendencies to dampen it so as to make the language more coherent and thus more optimal from the viewpoints of communicative success, cognitive complexity, and learnability.|||1999
316|||Triggering Information by Context|||With the increased availability of personal computers with attached sensors to capture their environment, there is a big opportunity forcontext-aware applications; these automatically provide information and/or take actions according to the user's present context, as detected by sensors. When well designed, these applications provide an opportunity to tailor the provision of information closely to the user's current needs. A sub-set of context-aware applications arediscrete applications, where discrete pieces of information are attached to individual contexts, to be triggered when the user enters those contexts. The advantage of discrete applications is that authoring them can be solely a creative process rather than a programming process: it can be a task akin to creating simple web pages. This paper looks at a general system that can be used in any discrete context-aware application. It propounds a general triggering rule, and investigates how this rule applies in practical applications.|||1998
317|||Content-Boosted Collaborative Filtering|||Most recommender systems use Collaborative Filtering or Content-based methods to predict new items of interest for a user. While both methods have their own advantages, individually they fail to provide good recommendations in many situations. Incorporating components from both methods, a hybrid recommender system can overcome these shortcomings. In this paper, we present an elegant and effective framework for combining content and collaboration. Our approach uses a content-based predictor to...|||2001
318|||Information Retrieval|||Information retrieval is a wide, often loosely-defined term but in these pages I shall be concerned only with automatic information retrieval systems. Automatic as opposed to manual and information as opposed to data or fact. Unfortunately the word information can be very misleading. In the context of information retrieval (IR), information, in the technical meaning given in Shannon's theory of communication, is not readily measured (Shannon and Weaver1). In fact, in many cases one can...|||1979
318|||Authoritative sources in a hyperlinked environment |||The network structure of a hyperlinked environment can be a rich source of information about the content of the environment, provided we have effective means for understanding it. We develop a set of algorithmic tools for extracting information from the link structures of such environments, and report on experiments that demonstrate their effectiveness in a variety of context on the World Wide Web. The central issue we address within our framework is the distillation of broad search topics, through the discovery of “authorative” information sources on such topics. We propose and test an algorithmic formulation of the notion of authority, based on the relationship between a set of relevant authoritative pages and the set of “hub pages” that join them together in the link structure. Our formulation has connections to the eigenvectors of certain matrices associated with the link graph; these connections in turn motivate additional heuristrics for link-based analysis.|||1999
319||||Recognizing User Context via Wearable Sensors||||We describe experiments in recognizing a person's situation from only a wearable camera and microphone. The types of situations considered in these experiments are coarse locations (such as at work, in a subway or in a grocery store) and coarse events (such as in a conversation or walking down a busy street) that would require only global, non-attentional features to distinguish them|||2000
3110|||What Shall We Teach Our Pants?|||If a wearable device can register what the wearer is currently doing, it can anticipate and adjust its behavior to avoid redundant interaction with the user. However, the relevance and properties of the activities that should be recognized depend on both the application and the user. This requires an adaptive recognition of the activities where the user, instead of the designer, can teach the device what he/she is doing. As a case study we connected a pair of pants with accelerometers to a laptop to interpret the raw sensor data. Using a combination of machine learning techniques such as Kohonen maps and probabilistic models, we build a system that is able to learn activities while requiring minimal user attention. This approach to context awareness is more universal since it requires no a priori knowledge about the contexts or the user.|||2000
3111|||Foundations of Statistical Natural Language Processing|||Abstract: this paperas &quot;the first clear demonstration of a probabilistic parser outperforming a trigram model&quot; (pg. 457), itdoes not discuss what features of the algorithm lead to its superior results|||1999
3112|||Just-In-Time Information Retrieval||| This thesis defines Just-In-Time Information Retrieval agents (JITIRs): a class of softwareagents that proactively present potentially valuable information based on a person's localcontext in an easily accessible yet non-intrusive manner. The research described experimentallydemonstrates that such systems encourage the viewing and use of information that would not otherwisebe viewed, by reducing the cognitive effort required to find, evaluate and access information.Experiments and...|||2000
3113|||DataSpace—querying and monitoring deeply networked collections in physical space|||The Da&pace& a three dimensional physical space 100 kilometers above and 10 kilometers below the surface of earth that is accessible to the network. It is addressed geographically as opposed to the cur- rent "logical" addressing scheme of the Internet. With the enormous 128 bit addressing space of IP version 6, one can individually address every cubic centimeter of physical space on earth with approximately 80 bits of area code. This would include every street, building, room, basement or even drawer of a desk. The Dataspace would thus serve as the host for the entire part of the physical world that is connected to the network. The billions of objects populating the Dataspace, each aware of its own geographic location2 will form "dataflocks", mobile object classes which can be selectively queried, monitored and controlled. To support the datas- pace, we propose a version of the multicast pro- tocol called "spacecast". Here, the network plays the role of a Database machine, handling queries through spacecast which "illuminate' ' selected data cubes and gather multiple responses from the ob- jects that respond to the query. The user will in- teract with the Dataspace through spacecast in the same way that a person interacts with his physical environment through the information in reflected light waves.|||1999
3114|||Informatics, Architecture and Language|||Two complementary schools of thought exist with regard to the basic underlying assumptions and philosophies that guide our research in information navigation and access. As with all of HCl, and indeed most of informatics, we can place theories and design practices based in objectivity and mathematics at one end of a spectrum, and those emphasising subjectivity and language at the other. The first school of thought sees itself as part of traditional computer science, rooted in models that encompass the individual variations of users and that are often derived from experimentation and observation in controlled conditions. Mainstream information retrieval, cognitive psychology and task analysis exemplify such a philosophy. Complementary views are held by those who hold the sociological and the semiological as primary, and consider that objective categorical models are insufficient to model the complexity of human activity. Collaborative filtering, ecological psychology and ethnography are examples here. The techniques and systems presented in this book do not all lie towards one end of this spectrum, but instead show a variety of choices and emphases. This chapter, however, focuses on theory firmly towards the subjective and linguistic end of the spectrum: tools to let us place, compare and design techniques and systems. Such theory is noticeable by its near-absence in the literature of this burgeoning research area. Here we try to redress the balance, aiming to build a more abstract and general view of our work|||\N
3115|||Foundations of statistical natural language processing||| |||2000
32|||Using temporal profiles of queries for precision prediction|||A key missing component in information retrieval systems is self-diagnostic tests to establish whether the system can provide reasonable results for a given query on a document collection. If we can measure properties of a retrieved set of documents which allow us to predict average precision, we can automate the decision of whether to elicit relevance feedback, or modify the retrieval system in other ways. We use meta-data attached to documents in the form of time stamps to measure the distribution of documents retrieved in response to a query, over the time domain, to create a temporal profile for a query. We define some useful features over this temporal profile. We find that using these temporal features, together with the content of the documents retrieved, we can improve the prediction of average precision for a query.|||2004
321|||Time-based language models|||We explore the relationship between time and relevance using TREC ad-hoc queries. A type of query is identified that favors very recent documents. We propose a time-based language model approach to retrieval for these queries. We show how time can be incorporated into both query-likelihood models and relevance models. These models were used for experiments comparing time-based language models to heuristic techniques for incorporating document recency in the ranking. Our results show that time-based models perform as well as or better than the best of the heuristic techniques.|||2003
322|||Predicting query performance|||We develop a method for predicting query performance by computing the relative entropy between a query language model and the corresponding collection language model. The resulting clarity score measures the coherence of the language usage in documents whose models are likely to generate the query. We suggest that clarity scores measure the ambiguity of a query with respect to a collection of documents and show that they correlate positively with average precision in a variety of TREC test sets. Thus, the clarity score may be used to identify ineffective queries, on average, without relevance information. We develop an algorithm for automatically setting the clarity score threshold between predicted poorly-performing queries and acceptable queries and validate it using TREC data. In particular, we compare the automatic thresholds to optimum thresholds and also check how frequently results as good are achieved in sampling experiments that randomly assign queries to the two classes|||2002
323|||Data Mining: Practical Machine Learning Tools and Techniques with Java Implementations|||Witten and Frank's textbook was one of two books that I used for a data mining class in the Fall of 2001.The book covers all major methods of data mining that produce a knowledge representation as output. Knowledge representation is hereby understood as a representation that can be studied, understood, and interpreted by human beings, at least in principle. Thus, neural networks and genetic algorithms are excluded from the topics of this textbook. We need to say "can be understood in principle" because a large decision tree or a large rule set may be as hard to interpret as a neural network. The book first develops the basic machine learning and data mining methods. These include decision trees, classification and association rules, support vector machines, instance-based learning, Naive Bayes classifiers, clustering, and numeric prediction based on linear regression, regression trees, and model trees. It then goes deeper into evaluation and implementation issues. Next it moves on to deeper coverage of issues such as attribute selection, discretization, data cleansing, and combinations of multiple models (bagging, boosting, and stacking). The final chapter deals with advanced topics such as visual machine learning, text mining, and Web mining.|||1999
324|||Bursty and hierarchical structure in streams|||A fundamental problem in text data mining is to extract meaningful structure from document streams that arrive continuously over time. E-mail and news articles are two natural examples of such streams, each characterized by topics that appear, grow in intensity for a period of time, and then fade away. The published literature in a particular research field can be seen to exhibit similar phenomena over a much longer time scale. Underlying much of the text mining work in this area is the following intuitive premise --- that the appearance of a topic in a document stream is signaled by a "burst of activity," with certain features rising sharply in frequency as the topic emerges.The goal of the present work is to develop a formal approach for modeling such "bursts," in such a way that they can be robustly and efficiently identified, and can provide an organizational framework for analyzing the underlying content. The approach is based on modeling the stream using an infinite-state automaton, in which bursts appear naturally as state transitions; in some ways, it can be viewed as drawing an analogy with models from queueing theory for bursty network traffic. The resulting algorithms are highly efficient, and yield a nested representation of the set of bursts that imposes a hierarchical structure on the overall stream. Experiments with e-mail and research paper archives suggest that the resulting structures have a natural meaning in terms of the content that gave rise to them.|||2002
325|||Viewing morphology as an inference process|||Morphology is the area of linguistics concerned with the internal structure of words. Information Retrieval has generally not paid much attention to word structure, other than to account for some of the variability in word forms via the use of stemmers. This paper will describe our experiments to determine the importance of morphology, and the effect that it has on performance. We will also describe the role of morphological analysis in word sense disambiguation, and in identifying lexical semantic relationships in a machine-readable dictionary. We will first provide a brief overview of morphological phenomena, and then describe the experiments themselves.|||1993
326|||TimeMines: Constructing Timelines with Statistical Models of Word Usage|||We present a system, TimeMines, that automatically generatestimelines from date-tagged free text corpora. TimeMinesdetects, ranks, and groups semantic features based ontheir statistical properties. We use these features to discoversets of related stories that deal with a single topic|||2000
327|||Relevance-Based Language Models: Estimation and Analysis|||It has long been recognized that the primary obstacle to effective performance of classical models is the need to estimate a relevance model with no training data. We propose a novel technique for estimating such models us- ing the query alone. We demonstrate that our technique can produce highly accurate relevance models. Our ex- periments show relevance models outperforming baseline language modeling systems on TREC retrieval. The main contribution of this work is an effective formal method for estimating a relevance model with no training data|||\N
328|||The lemur toolkit for language modeling and information retrieval||| |||2003
33|||Improving the estimation of relevance models using large external corpora|||Information retrieval algorithms leverage various collection statistics to improve performance. Because these statistics are often computed on a relatively small evaluation corpus, we believe using larger, non-evaluation corpora should im- prove performance. Specifically, we advocate incorporating external corpora based on language modeling. We refer to this process as external expansion. When compared to tra- ditional pseudo-relevance feedback techniques, external ex- pansion is more stable across topics and up to 10% more eective in terms of mean average precision. Our results show that using a high quality corpus that is comparable to the evaluation corpus can be as, if not more, eective than using the web. Our results also show that external expansion outperforms simulated relevance feedback. In addition, we propose a method for predicting the extent to which external expansion will improve retrieval performance. Our new mea- sure demonstrates positive correlation with improvements in mean average precision.|||2006
331|||INQUERY Does Battle With TREC6|||Abstract: this report covers our approach to each of the tracks as well as some experimentalresults and analysis. We start with an overview of the major tools that were used across all tracks. The paperis divided into the following sections. The track descriptions are generally broken into approach, results, andanalysis sections, though some tracks require a different description|||1997
332|||The relative value of labeled and unlabeled samples in pattern recognition with an unknown mixing parameter|||We observe a training set Q composed of l labeled samples {(X1,?1),...,(Xl, ?l )} and u unlabeled samples {X1',...,Xu'}. The labels ?i are independent random variables satisfying Pr{?i=1}=?, Pr{?i=2}=1-?. The labeled observations Xi are independently distributed with conditional density f?i(·) given ?i. Let (X0 ,?0) be a new sample, independently distributed as the samples in the training set. We observe X0 and we wish to infer the classification ?0. In this paper we first assume that the distributions f1(·) and f2(·) are given and that the mixing parameter is unknown. We show that the relative value of labeled and unlabeled samples in reducing the risk of optimal classifiers is the ratio of the Fisher informations they carry about the parameter ?. We then assume that two densities g1(·) and g2(·) are given, but we do not know whether g1(·)=f1 (·) and g2(·)=f2(·) or if the opposite holds, nor do we know ?. Thus the learning problem consists of both estimating the optimum partition of the observation space and assigning the classifications to the decision regions. Here, we show that labeled samples are necessary to construct a classification rule and that they are exponentially more valuable than unlabeled samples|||1996
333|||The impact of corpus size on question answering performance|||Using our question answering system, questions from the TREC 2001 evaluation were executed over a series of Web data collections, with the sizes of the collections increasing from 25 gigabytes up to nearly a terabyte|||2002
